team,adjoe,adjde,adjt,barthag
Texas Southern,102.08605238131643,114.30958558178268,68.66771834656132,0.2140666283936875
Alabama A&M,104.29716000047908,116.81374720118068,65.22795338718345,0.2135981894328525
Alabama St.,99.66169158851302,111.71089797760492,69.28330523529307,0.2120640677786206
Houston Christian,101.64840521227038,113.9471684126658,64.10658515280866,0.2119062436261221
Stetson,105.12265605510896,117.85461192692767,66.76389918023145,0.2116972007643966
North Carolina A&T,104.39541177095184,117.17113663894204,68.52074376210487,0.2095444999742992
Central Connecticut,104.49434868146275,117.4718055191092,64.84182824429759,0.206483855760035
Chattanooga,105.2823632270109,118.35821313517516,67.04981801845636,0.2064754620173431
Cleveland St.,109.68395981223138,123.55464385031615,69.59970832712001,0.2027128628955762
Le Moyne,100.7454832838103,113.4896002916085,69.46700855496924,0.2026506878603847
Georgia St.,99.3563206859672,112.04869873496304,67.92134093256429,0.2006011346770121
Wagner,101.9970598956811,115.1538271137736,65.48033408430577,0.1985731679034532
Northern Arizona,105.69495774569384,119.34792183466314,63.78571327873419,0.1982789029530914
Albany,103.45727558473068,117.91580339813136,65.2751230954355,0.1817792327813006
UMass Lowell,102.65482266789266,117.11715540149376,69.31938745286234,0.1800911096885788
Lafayette,100.41474166987116,115.3587087568913,66.81347021703807,0.1686141938059725
NJIT,97.35430128930832,112.06330645140942,68.04869182652133,0.1654628058021421
Tennessee Tech,101.76621241049033,117.23838789566764,67.04447414773915,0.1641581667375707
Loyola MD,103.52953788649724,119.44962628149752,68.19776332323737,0.1617947417007969
Cal St. Bakersfield,101.696546991312,117.33538179337768,70.04102259446297,0.1617866120809235
Bucknell,98.81505520882106,114.10127369573657,67.05209727619456,0.160553014391981
Little Rock,101.0773689487036,116.76946391439252,66.46412040760582,0.1598121466320482
North Florida,106.95419458220076,123.82200100606973,70.50493251375488,0.1565519188731853
New Haven,95.98180302190718,111.5755483253203,63.389018573519834,0.1504280180550073
Eastern Illinois,96.6619687520272,112.61285825823026,65.64005289878475,0.1472339408856995
Norfolk St.,101.15179054640782,118.29531906412583,68.11966402227566,0.1417948024225638
Jackson St.,100.95771710597208,118.23435425737983,69.57746143386744,0.1398399894668263
Holy Cross,100.6638485331904,117.89606223189416,65.43557328736341,0.1397711816781534
Manhattan,103.56211792064188,121.65225544515238,67.96571629515704,0.1357036149634111
Niagara,99.87489648978018,117.33715032822,62.22634036391649,0.1355175239766887
UTSA,100.50319169043972,118.17450250479638,68.58944456802793,0.1343900349092444
Stonehill,91.99000023908737,108.36136934772902,66.38218995814535,0.1319752956231463
North Alabama,99.882266973816,118.0092769641338,64.82429060573108,0.1280995685719911
Fairleigh Dickinson,100.57095051751146,118.96898360488672,64.05326269111976,0.1265301846280643
Chicago St.,99.88690249523576,118.66556891154804,65.64219872249423,0.1212003335102997
Northern Illinois,95.70563436893605,113.71462631021224,67.48266487298018,0.1210237693143843
Army,99.72888688402512,118.51416702100224,67.16116670249238,0.1208253948591498
Air Force,95.86513101389076,114.00328217869004,66.3071075756327,0.1199634226277888
Alcorn St.,97.23273509031988,115.71857568958748,67.94678400341508,0.1190331505132005
Canisius,95.59589114089638,114.02042964173545,64.05925651255296,0.1164125723759732
Southern Indiana,95.91990896973108,114.53195244408442,67.72076608484268,0.1151264916930645
The Citadel,99.98902343095202,120.61491700243866,64.18051623846965,0.1037031334442829
Louisiana Monroe,101.07327475277688,122.2594575971782,70.25081164570636,0.1007927575768594
Maine,92.25622285855968,111.85354483316456,64.74655975635888,0.0983993579871455
New Hampshire,95.625375163068,116.22312119337556,67.38610640576526,0.0959249512144666
Saint Francis,100.555048817557,122.44467950046746,69.98719103841947,0.0940658920698894
North Carolina Central,100.221471716765,122.99022914604868,65.74768577139322,0.0867239351989941
South Carolina St.,95.42624469280304,117.36917498497913,68.84655678720567,0.0846979542588331
Morgan St.,98.82286069109946,121.56032122595936,70.46333951506946,0.0845990627345266
