Team,AdjEM_torvik,Tempo_torvik,AdjEM_kenpom,Tempo_kenpom,AdjEM_evanmiya,Tempo_evanmiya,AdjEM_blend,Tempo_blend,sources_used,InjuryAdj,AdjEM_current,source_count
Boise St,14.537265648554936,65.35748828787182,,,,,14.537265648554936,65.35748828787182,torvik,0.0,14.537265648554936,1
South Florida,14.348770616221131,71.26009690507534,,,,,14.348770616221131,71.26009690507534,torvik,0.0,14.348770616221131,1
VCU,14.277750593657856,69.24055013421076,,,,,14.277750593657856,69.24055013421076,torvik,0.0,14.277750593657856,1
TCU,14.23034036369907,67.49204702725008,,,,,14.23034036369907,67.49204702725008,torvik,0.0,14.23034036369907,1
Minnesota,13.918487626396754,62.57419072258781,,,,,13.918487626396754,62.57419072258781,torvik,0.0,13.918487626396754,1
Arizona St,13.902561203315798,68.8782395162765,,,,,13.902561203315798,68.8782395162765,torvik,0.0,13.902561203315798,1
Tulsa,13.813131884627325,67.80768049201721,,,,,13.813131884627325,67.80768049201721,torvik,0.0,13.813131884627325,1
Grand Canyon,13.130470388919775,67.60636283777092,,,,,13.130470388919777,67.60636283777092,torvik,0.0,13.130470388919777,1
Stanford,12.953914774542682,67.01796497653356,,,,,12.953914774542682,67.01796497653356,torvik,0.0,12.953914774542682,1
Florida St,12.940414112580441,70.47791287171086,,,,,12.940414112580441,70.47791287171086,torvik,0.0,12.940414112580441,1
Northwestern,12.685982148168904,65.46963352959844,,,,,12.685982148168904,65.46963352959844,torvik,0.0,12.685982148168904,1
Belmont,12.53623238114514,68.67368939195376,,,,,12.53623238114514,68.67368939195376,torvik,0.0,12.53623238114514,1
USC,12.493475866113059,70.70374239421942,,,,,12.493475866113059,70.70374239421942,torvik,0.0,12.493475866113059,1
Wake Forest,12.290998585699441,68.2151215029683,,,,,12.290998585699441,68.2151215029683,torvik,0.0,12.290998585699441,1
Akron,12.284849246016776,70.58856148014094,,,,,12.284849246016778,70.58856148014094,torvik,0.0,12.284849246016778,1
Seton Hall,12.157660642767809,65.10535046499919,,,,,12.157660642767809,65.10535046499919,torvik,0.0,12.157660642767809,1
California,12.07177486151059,67.58919687951972,,,,,12.07177486151059,67.58919687951972,torvik,0.0,12.07177486151059,1
Providence,11.970484940271419,71.07100984984258,,,,,11.970484940271419,71.07100984984258,torvik,0.0,11.970484940271419,1
West Virginia,11.717318496564161,62.273414244520325,,,,,11.717318496564161,62.273414244520325,torvik,0.0,11.717318496564161,1
LSU,11.634685340857558,66.40502361133682,,,,,11.634685340857557,66.40502361133682,torvik,0.0,11.634685340857557,1
Syracuse,11.468873333513258,67.39803243431264,,,,,11.468873333513258,67.39803243431264,torvik,0.0,11.468873333513258,1
Butler,10.999268253429435,68.57820348900269,,,,,10.999268253429435,68.57820348900269,torvik,0.0,10.999268253429435,1
George Washington,10.894639865440055,69.3406596826088,,,,,10.894639865440055,69.3406596826088,torvik,0.0,10.894639865440055,1
Colorado,10.719941744975714,68.47486601937989,,,,,10.719941744975714,68.47486601937989,torvik,0.0,10.719941744975714,1
Mississippi,10.487818870004475,65.6935830513141,,,,,10.487818870004475,65.6935830513141,torvik,0.0,10.487818870004475,1
Dayton,10.393666302396241,67.28061706240196,,,,,10.39366630239624,67.28061706240196,torvik,0.0,10.39366630239624,1
Nevada,10.33581957402474,65.36979825451148,,,,,10.33581957402474,65.36979825451148,torvik,0.0,10.33581957402474,1
SF Austin,10.201108325785299,65.68046378491384,,,,,10.201108325785299,65.68046378491384,torvik,0.0,10.201108325785299,1
Georgetown,10.070152546218992,66.23327118602451,,,,,10.070152546218992,66.23327118602451,torvik,0.0,10.070152546218992,1
McNeese St,10.029104285017539,66.05823096928015,,,,,10.029104285017537,66.05823096928015,torvik,0.0,10.029104285017537,1
Colorado St,10.019880538668517,62.738136876773154,,,,,10.019880538668517,62.738136876773154,torvik,0.0,10.019880538668517,1
Miami OH,9.989465637490838,69.86484871895748,,,,,9.989465637490838,69.86484871895748,torvik,0.0,9.989465637490838,1
