Team,AdjEM_torvik,Tempo_torvik,AdjEM_kenpom,Tempo_kenpom,AdjEM_evanmiya,Tempo_evanmiya,AdjEM_blend,Tempo_blend,sources_used,InjuryAdj,AdjEM_current,source_count
South Dakota St,-4.385530107783481,66.9136365858242,,,,,-4.385530107783481,66.9136365858242,torvik,0.0,-4.385530107783481,1
Lipscomb,-4.413039399144708,69.47882515785413,,,,,-4.413039399144708,69.47882515785413,torvik,0.0,-4.413039399144708,1
Coastal Carolina,-4.415522931486279,67.00781052549435,,,,,-4.415522931486279,67.00781052549435,torvik,0.0,-4.415522931486279,1
Drake,-4.529645407052357,66.99602217806179,,,,,-4.529645407052357,66.99602217806179,torvik,0.0,-4.529645407052357,1
Stony Brook,-4.599535881159767,65.86226003432,,,,,-4.599535881159767,65.86226003432,torvik,0.0,-4.599535881159767,1
San Diego,-4.681093120117197,68.44199803328151,,,,,-4.681093120117197,68.44199803328151,torvik,0.0,-4.681093120117197,1
San Jose St,-4.804816191060638,64.78809399373945,,,,,-4.804816191060638,64.78809399373945,torvik,0.0,-4.804816191060638,1
Western Carolina,-4.837194313481078,67.87385589329719,,,,,-4.837194313481078,67.87385589329719,torvik,0.0,-4.837194313481078,1
Cal Poly,-4.967616794184124,73.73805273120861,,,,,-4.967616794184124,73.73805273120861,torvik,0.0,-4.967616794184124,1
Ohio,-5.076449416806483,68.62705309653988,,,,,-5.076449416806483,68.62705309653988,torvik,0.0,-5.076449416806483,1
Texas St,-5.110094722267235,65.96651668777093,,,,,-5.110094722267234,65.96651668777093,torvik,0.0,-5.110094722267234,1
Denver,-5.327382527688286,67.81908104079365,,,,,-5.327382527688285,67.81908104079365,torvik,0.0,-5.327382527688285,1
Saint Peter's,-5.515303277645771,65.30920459816925,,,,,-5.515303277645771,65.30920459816925,torvik,0.0,-5.515303277645771,1
Southern Miss,-5.565177326875968,68.51185484818124,,,,,-5.565177326875968,68.51185484818124,torvik,0.0,-5.565177326875968,1
Eastern Michigan,-5.729547546562216,66.10861055513672,,,,,-5.729547546562215,66.10861055513672,torvik,0.0,-5.729547546562215,1
Abilene Christian,-5.88304173226453,66.65414543027522,,,,,-5.883041732264529,66.65414543027522,torvik,0.0,-5.883041732264529,1
Louisiana Tech,-5.9614552047409575,63.970785557263795,,,,,-5.9614552047409575,63.970785557263795,torvik,0.0,-5.9614552047409575,1
Central Michigan,-5.986189739168637,66.70597981189027,,,,,-5.986189739168637,66.70597981189027,torvik,0.0,-5.986189739168637,1
LIU,-6.005180496196857,67.78794140286936,,,,,-6.005180496196858,67.78794140286936,torvik,0.0,-6.005180496196858,1
Tennessee St.,-6.02241780063008,70.1520138730063,,,,,-6.02241780063008,70.1520138730063,torvik,0.0,-6.02241780063008,1
Nebraska Omaha,-6.036769868974275,67.12240384620188,,,,,-6.036769868974275,67.12240384620188,torvik,0.0,-6.036769868974275,1
Samford,-6.080772410439323,66.97830710724101,,,,,-6.080772410439323,66.97830710724101,torvik,0.0,-6.080772410439323,1
Iona,-6.246448188605839,69.00931549782743,,,,,-6.246448188605839,69.00931549782743,torvik,0.0,-6.246448188605839,1
Old Dominion,-6.319880710168874,68.66770566058993,,,,,-6.319880710168874,68.66770566058993,torvik,0.0,-6.319880710168874,1
Radford,-6.524273033877392,70.44096264625388,,,,,-6.524273033877392,70.44096264625388,torvik,0.0,-6.524273033877392,1
Tennessee Martin,-6.621456265761125,64.36015139699579,,,,,-6.621456265761125,64.36015139699579,torvik,0.0,-6.621456265761125,1
Princeton,-6.669404523672284,63.47470559057235,,,,,-6.669404523672284,63.474705590572356,torvik,0.0,-6.669404523672284,1
Southeast Missouri St,-6.777569873258415,69.07772255802406,,,,,-6.7775698732584155,69.07772255802406,torvik,0.0,-6.7775698732584155,1
Lamar,-6.9012719586878575,65.12301314625648,,,,,-6.9012719586878575,65.12301314625648,torvik,0.0,-6.9012719586878575,1
American,-6.923500424739416,66.62977238265061,,,,,-6.923500424739416,66.62977238265061,torvik,0.0,-6.923500424739416,1
Nicholls St,-7.010073244379939,68.34639937481181,,,,,-7.01007324437994,68.34639937481181,torvik,0.0,-7.01007324437994,1
Boston University,-7.121308900880578,63.15978588238457,,,,,-7.121308900880578,63.15978588238457,torvik,0.0,-7.121308900880578,1
Southern,-7.20982524617348,69.92473079901409,,,,,-7.20982524617348,69.92473079901409,torvik,0.0,-7.20982524617348,1
SIU Edwardsville,-7.2647342612136185,64.18151070953924,,,,,-7.2647342612136185,64.18151070953924,torvik,0.0,-7.2647342612136185,1
East Carolina,-7.286455639631683,68.4428618131867,,,,,-7.286455639631684,68.4428618131867,torvik,0.0,-7.286455639631684,1
Southern Utah,-7.293176118784103,70.14809458991147,,,,,-7.293176118784103,70.14809458991147,torvik,0.0,-7.293176118784103,1
Colgate,-7.298767965033278,66.75544464611026,,,,,-7.298767965033278,66.75544464611026,torvik,0.0,-7.298767965033278,1
Pepperdine,-7.407743931355654,68.1520732338597,,,,,-7.407743931355655,68.1520732338597,torvik,0.0,-7.407743931355655,1
Charleston Southern,-7.5654109409305335,71.36170833935648,,,,,-7.5654109409305335,71.36170833935648,torvik,0.0,-7.5654109409305335,1
UC Riverside,-7.575796632215145,68.27203298286261,,,,,-7.575796632215145,68.27203298286261,torvik,0.0,-7.575796632215145,1
Florida Gulf Coast,-7.6289797742768,67.59911245140856,,,,,-7.6289797742768,67.59911245140856,torvik,0.0,-7.6289797742768,1
Dartmouth,-7.6533978273521655,69.21316130123576,,,,,-7.653397827352166,69.21316130123576,torvik,0.0,-7.653397827352166,1
Georgia Southern,-7.66511606675077,70.51031964312271,,,,,-7.66511606675077,70.51031964312271,torvik,0.0,-7.66511606675077,1
Long Beach St,-7.761935006593518,68.05771718951519,,,,,-7.761935006593519,68.05771718951519,torvik,0.0,-7.761935006593519,1
Elon,-7.790793970045044,66.77494570932292,,,,,-7.790793970045044,66.77494570932292,torvik,0.0,-7.790793970045044,1
UNC Asheville,-7.921896278048848,64.57706150862333,,,,,-7.921896278048848,64.57706150862333,torvik,0.0,-7.921896278048848,1
Sacramento St,-7.940792325491699,71.7281029526149,,,,,-7.940792325491699,71.7281029526149,torvik,0.0,-7.940792325491699,1
Vermont,-8.027396468705106,64.74129892819467,,,,,-8.027396468705106,64.74129892819467,torvik,0.0,-8.027396468705106,1
Fairfield,-8.151493832779366,67.0016356481948,,,,,-8.151493832779366,67.0016356481948,torvik,0.0,-8.151493832779366,1
Purdue Fort Wayne,-8.203308313772553,67.56198760770745,,,,,-8.203308313772553,67.56198760770745,torvik,0.0,-8.203308313772553,1
Delaware,-8.341222123884194,62.65699000011171,,,,,-8.341222123884194,62.65699000011171,torvik,0.0,-8.341222123884194,1
Wofford,-8.351258568912684,67.75333043126922,,,,,-8.351258568912684,67.75333043126922,torvik,0.0,-8.351258568912684,1
Lindenwood,-8.365835247816392,72.40937876174448,,,,,-8.365835247816392,72.40937876174448,torvik,0.0,-8.365835247816392,1
Longwood,-8.37291900859212,68.27654644932413,,,,,-8.37291900859212,68.27654644932413,torvik,0.0,-8.37291900859212,1
Mount St Mary's,-8.86498338524845,67.80509205632093,,,,,-8.86498338524845,67.80509205632093,torvik,0.0,-8.86498338524845,1
Idaho St,-8.907786882261988,64.64241257267335,,,,,-8.907786882261988,64.64241257267335,torvik,0.0,-8.907786882261988,1
Milwaukee,-9.121001320731423,67.41237131142573,,,,,-9.121001320731423,67.41237131142573,torvik,0.0,-9.121001320731423,1
Brown,-9.13607246719161,66.39889776520084,,,,,-9.13607246719161,66.39889776520084,torvik,0.0,-9.13607246719161,1
South Dakota,-9.146556705431863,69.95013665873086,,,,,-9.146556705431863,69.95013665873086,torvik,0.0,-9.146556705431863,1
UTEP,-9.333732893640843,64.7014021917632,,,,,-9.333732893640843,64.7014021917632,torvik,0.0,-9.333732893640843,1
Incarnate Word,-9.453625337845338,65.21873232065111,,,,,-9.453625337845338,65.21873232065111,torvik,0.0,-9.453625337845338,1
Mercyhurst,-9.889349072046457,64.31714084994569,,,,,-9.889349072046457,64.31714084994569,torvik,0.0,-9.889349072046457,1
Presbyterian,-10.017350416278575,63.90261009746865,,,,,-10.017350416278573,63.90261009746865,torvik,0.0,-10.017350416278573,1
North Dakota,-10.060007646624214,67.42320437116547,,,,,-10.060007646624213,67.42320437116547,torvik,0.0,-10.060007646624213,1
Western Michigan,-10.160304525350568,67.65376562429067,,,,,-10.160304525350568,67.65376562429067,torvik,0.0,-10.160304525350568,1
Morehead St,-10.24006459661102,65.20905322763646,,,,,-10.24006459661102,65.20905322763646,torvik,0.0,-10.24006459661102,1
Louisiana,-10.295165561383868,63.0966102370225,,,,,-10.295165561383866,63.09661023702251,torvik,0.0,-10.295165561383866,1
Jacksonville,-10.330034519230196,63.263571399435264,,,,,-10.330034519230194,63.263571399435264,torvik,0.0,-10.330034519230194,1
Ball St,-10.34656053872105,63.2819131487764,,,,,-10.34656053872105,63.2819131487764,torvik,0.0,-10.34656053872105,1
Southeastern Louisiana,-10.602643634804153,65.19156615453998,,,,,-10.602643634804153,65.19156615453998,torvik,0.0,-10.602643634804153,1
East Texas A&M,-10.722177369080953,68.1127044202985,,,,,-10.722177369080953,68.1127044202985,torvik,0.0,-10.722177369080953,1
Loyola Chicago,-10.772832434086013,65.94181824682713,,,,,-10.772832434086013,65.94181824682713,torvik,0.0,-10.772832434086013,1
Florida A&M,-10.791731773670833,67.7096332820172,,,,,-10.791731773670833,67.7096332820172,torvik,0.0,-10.791731773670833,1
IU Indy,-11.049562134551124,73.53644832344192,,,,,-11.049562134551124,73.53644832344192,torvik,0.0,-11.049562134551124,1
West Georgia,-11.071444198360396,68.8566502186175,,,,,-11.071444198360396,68.8566502186175,torvik,0.0,-11.071444198360396,1
Lehigh,-11.230626874808152,66.71991212650478,,,,,-11.23062687480815,66.71991212650478,torvik,0.0,-11.23062687480815,1
Hampton,-11.253584752218785,65.00260258239982,,,,,-11.253584752218785,65.00260258239982,torvik,0.0,-11.253584752218785,1
Alabama A&M,-11.33869684161391,65.03927857733395,,,,,-11.33869684161391,65.03927857733395,torvik,0.0,-11.33869684161391,1
Texas Southern,-11.391270853380249,68.60901351111183,,,,,-11.391270853380249,68.60901351111183,torvik,0.0,-11.391270853380249,1
Northwestern St,-11.409175631590003,64.8266731782866,,,,,-11.409175631590003,64.8266731782866,torvik,0.0,-11.409175631590003,1
Sacred Heart,-11.458806086165495,68.46284063156723,,,,,-11.458806086165495,68.46284063156723,torvik,0.0,-11.458806086165495,1
Alabama St,-11.539631518492882,69.02104374024344,,,,,-11.539631518492882,69.02104374024344,torvik,0.0,-11.539631518492882,1
North Carolina A&T,-11.548360128776906,68.29325947226866,,,,,-11.548360128776906,68.29325947226866,torvik,0.0,-11.548360128776906,1
Grambling St,-11.561923170583057,67.37915561168158,,,,,-11.561923170583057,67.37915561168158,torvik,0.0,-11.561923170583057,1
Northeastern,-11.665032995481141,69.44177525337972,,,,,-11.665032995481141,69.44177525337972,torvik,0.0,-11.665032995481141,1
USC Upstate,-11.853516657130399,67.45051026521061,,,,,-11.853516657130397,67.45051026521061,torvik,0.0,-11.853516657130397,1
Oral Roberts,-11.951575419742213,67.4514579902075,,,,,-11.951575419742213,67.4514579902075,torvik,0.0,-11.951575419742213,1
Eastern Kentucky,-11.994600589544959,67.01432238069812,,,,,-11.994600589544959,67.01432238069812,torvik,0.0,-11.994600589544959,1
UNC Greensboro,-12.098267569095455,67.68507249533448,,,,,-12.098267569095455,67.68507249533448,torvik,0.0,-12.098267569095455,1
Georgia St,-12.18048855134596,67.74612005263937,,,,,-12.18048855134596,67.74612005263937,torvik,0.0,-12.18048855134596,1
Chattanooga,-12.239383694405234,66.8678048730265,,,,,-12.239383694405234,66.8678048730265,torvik,0.0,-12.239383694405234,1
Houston Christian,-12.24155830296256,63.70977787809305,,,,,-12.24155830296256,63.70977787809306,torvik,0.0,-12.24155830296256,1
Arkansas Pine Bluff,-12.26378487571543,69.07872916936721,,,,,-12.26378487571543,69.07872916936721,torvik,0.0,-12.26378487571543,1
Bellarmine,-12.268480088151279,64.57020546516611,,,,,-12.268480088151279,64.57020546516611,torvik,0.0,-12.268480088151279,1
Evansville,-12.282862837259856,66.75416596235642,,,,,-12.282862837259856,66.75416596235642,torvik,0.0,-12.282862837259856,1
Le Moyne,-12.418872147373406,69.33821205235665,,,,,-12.418872147373406,69.33821205235665,torvik,0.0,-12.418872147373406,1
Stetson,-12.947291312997862,66.76276890645157,,,,,-12.947291312997864,66.76276890645157,torvik,0.0,-12.947291312997864,1
Central Connecticut,-12.948509933345548,64.6865225967742,,,,,-12.948509933345548,64.6865225967742,torvik,0.0,-12.948509933345548,1
Northern Arizona,-13.165646990558187,63.50041498894012,,,,,-13.165646990558187,63.50041498894012,torvik,0.0,-13.165646990558187,1
Wagner,-13.346759642048681,65.36822385695238,,,,,-13.346759642048681,65.36822385695238,torvik,0.0,-13.346759642048681,1
Cleveland St,-13.582868482207914,69.39035278504193,,,,,-13.582868482207914,69.39035278504193,torvik,0.0,-13.582868482207914,1
UMass Lowell,-13.64696023206183,69.15571877230946,,,,,-13.646960232061831,69.15571877230946,torvik,0.0,-13.646960232061831,1
Prairie View A&M,-13.655296838610525,71.95537896880352,,,,,-13.655296838610527,71.95537896880352,torvik,0.0,-13.655296838610527,1
NJIT,-14.294206535138045,67.9774575659986,,,,,-14.294206535138045,67.9774575659986,torvik,0.0,-14.294206535138045,1
Albany,-14.381927131419246,65.07676666137847,,,,,-14.381927131419246,65.07676666137847,torvik,0.0,-14.381927131419246,1
Lafayette,-15.020335487288477,66.60426527564768,,,,,-15.020335487288477,66.60426527564768,torvik,0.0,-15.020335487288477,1
Little Rock,-15.402123589276528,66.25334712607277,,,,,-15.402123589276528,66.25334712607277,torvik,0.0,-15.402123589276528,1
New Haven,-15.497212808872234,63.176154095908046,,,,,-15.497212808872236,63.176154095908046,torvik,0.0,-15.497212808872236,1
Loyola MD,-15.631899470292538,68.10809266883811,,,,,-15.631899470292538,68.10809266883811,torvik,0.0,-15.631899470292538,1
Tennessee Tech,-15.649740750968675,66.82225249346246,,,,,-15.649740750968677,66.82225249346246,torvik,0.0,-15.649740750968677,1
Cal St Bakersfield,-15.656517830158606,69.69174324826749,,,,,-15.656517830158606,69.69174324826749,torvik,0.0,-15.656517830158606,1
Eastern Illinois,-15.802592835220139,65.4641124023484,,,,,-15.802592835220139,65.4641124023484,torvik,0.0,-15.802592835220139,1
Bucknell,-16.104628320968544,66.9149512069647,,,,,-16.104628320968544,66.9149512069647,torvik,0.0,-16.104628320968544,1
Stonehill,-16.155377354585596,66.15409222024523,,,,,-16.155377354585596,66.15409222024523,torvik,0.0,-16.155377354585596,1
Norfolk St,-16.402041716953676,67.68733718923288,,,,,-16.402041716953676,67.68733718923288,torvik,0.0,-16.402041716953676,1
North Florida,-16.87049964488834,70.21899716768074,,,,,-16.87049964488834,70.21899716768074,torvik,0.0,-16.87049964488834,1
Jackson St,-17.178584796011165,69.51186000290913,,,,,-17.178584796011165,69.51186000290913,torvik,0.0,-17.178584796011165,1
Niagara,-17.286675573507637,61.93256303218632,,,,,-17.286675573507637,61.93256303218632,torvik,0.0,-17.286675573507637,1
Holy Cross,-17.4218727998026,65.20519368913943,,,,,-17.4218727998026,65.20519368913943,torvik,0.0,-17.4218727998026,1
Air Force,-17.50279301504972,65.96385787825714,,,,,-17.50279301504972,65.96385787825714,torvik,0.0,-17.50279301504972,1
Northern Illinois,-17.667611136821463,67.33392189427235,,,,,-17.667611136821463,67.33392189427235,torvik,0.0,-17.667611136821463,1
Manhattan,-17.755484427919896,67.81799370589337,,,,,-17.755484427919896,67.81799370589337,torvik,0.0,-17.755484427919896,1
UTSA,-17.763066171452152,68.36677893351947,,,,,-17.763066171452152,68.36677893351947,torvik,0.0,-17.763066171452152,1
Fairleigh Dickinson,-18.012170076070944,63.90252804218645,,,,,-18.012170076070944,63.90252804218645,torvik,0.0,-18.012170076070944,1
North Alabama,-18.269245556355187,64.6159176919207,,,,,-18.269245556355187,64.6159176919207,torvik,0.0,-18.269245556355187,1
Canisius,-18.292509232049383,63.81890880481845,,,,,-18.292509232049383,63.81890880481845,torvik,0.0,-18.292509232049383,1
Southern Indiana,-18.308105479830488,67.4836873488728,,,,,-18.308105479830488,67.4836873488728,torvik,0.0,-18.308105479830488,1
Alcorn St,-18.61947109314184,67.7184128587191,,,,,-18.61947109314184,67.7184128587191,torvik,0.0,-18.61947109314184,1
Army,-18.831894637834964,66.93293567330853,,,,,-18.831894637834964,66.93293567330853,torvik,0.0,-18.831894637834964,1
Chicago St,-18.894991724217633,65.45645398542406,,,,,-18.894991724217633,65.45645398542406,torvik,0.0,-18.894991724217633,1
Maine,-19.79969578883008,64.61667962311685,,,,,-19.79969578883008,64.61667962311685,torvik,0.0,-19.79969578883008,1
New Hampshire,-19.80095924854787,67.2451853815142,,,,,-19.80095924854787,67.2451853815142,torvik,0.0,-19.80095924854787,1
The Citadel,-20.87546249274152,63.984549267570074,,,,,-20.87546249274152,63.98454926757008,torvik,0.0,-20.87546249274152,1
Louisiana Monroe,-21.26740737067908,70.07948791313399,,,,,-21.26740737067908,70.07948791313399,torvik,0.0,-21.26740737067908,1
Saint Francis,-21.651739729474855,69.79239435726679,,,,,-21.651739729474855,69.79239435726679,torvik,0.0,-21.651739729474855,1
Morgan St,-21.725922812469037,70.49807052839866,,,,,-21.725922812469037,70.49807052839866,torvik,0.0,-21.725922812469037,1
Maryland Eastern Shore,-22.08819020654839,63.22775576452578,,,,,-22.08819020654839,63.22775576452578,torvik,0.0,-22.08819020654839,1
South Carolina St,-22.388171177617053,68.30062628963229,,,,,-22.388171177617053,68.30062628963229,torvik,0.0,-22.388171177617053,1
North Carolina Central,-22.93777894951434,66.18094688940282,,,,,-22.937778949514335,66.18094688940282,torvik,0.0,-22.937778949514335,1
Bryant,-22.99129087450254,64.14540387028954,,,,,-22.99129087450254,64.14540387028954,torvik,0.0,-22.99129087450254,1
Rider,-23.88379421734004,65.47400726769818,,,,,-23.88379421734004,65.47400726769818,torvik,0.0,-23.88379421734004,1
UMKC,-24.244587631442585,69.49004814233766,,,,,-24.244587631442585,69.49004814233766,torvik,0.0,-24.244587631442585,1
Binghamton,-24.574804464589604,65.30021403984424,,,,,-24.574804464589608,65.30021403984424,torvik,0.0,-24.574804464589608,1
VMI,-25.346926357640044,66.6349243107178,,,,,-25.346926357640047,66.6349243107178,torvik,0.0,-25.346926357640047,1
Gardner Webb,-26.850641103175178,69.52952766267914,,,,,-26.850641103175178,69.52952766267914,torvik,0.0,-26.850641103175178,1
Delaware St,-27.040639164080503,65.89416047630567,,,,,-27.040639164080503,65.89416047630567,torvik,0.0,-27.040639164080503,1
Coppin St,-28.21660358446917,68.43733219778571,,,,,-28.21660358446917,68.43733219778571,torvik,0.0,-28.21660358446917,1
Mississippi Valley St,-29.724243928235637,67.16557155662642,,,,,-29.72424392823564,67.16557155662642,torvik,0.0,-29.72424392823564,1
Western Illinois,-30.27706605186448,66.24744298152528,,,,,-30.27706605186448,66.24744298152528,torvik,0.0,-30.27706605186448,1
